"","year","month","day","start","visitor","pts_visitor","home","pts_home","attend","acr","zer","code"
"694",2020,"01","27","7:30p","Orlando Magic",92,"Miami Heat",113,19.6,"MIA",0,"202001270MIA"
"695",2020,"01","27","8:00p","San Antonio Spurs",109,"Chicago Bulls",110,16.071,"CHI",0,"202001270CHI"
"696",2020,"01","27","8:00p","Sacramento Kings",133,"Minnesota Timberwolves",129,13.449,"MIN",0,"202001270MIN"
"697",2020,"01","27","8:00p","Dallas Mavericks",107,"Oklahoma City Thunder",97,18.203,"OKC",0,"202001270OKC"
"698",2020,"01","27","9:00p","Houston Rockets",126,"Utah Jazz",117,18.306,"UTA",0,"202001270UTA"
"699",2020,"01","28","7:00p","New York Knicks",92,"Charlotte Hornets",97,14.342,"CHO",0,"202001280CHO"
"700",2020,"01","28","7:00p","Golden State Warriors",104,"Philadelphia 76ers",115,20.854,"PHI",0,"202001280PHI"
"701",2020,"01","28","7:30p","New Orleans Pelicans",125,"Cleveland Cavaliers",111,19.432,"CLE",0,"202001280CLE"
"702",2020,"01","28","7:30p","Atlanta Hawks",114,"Toronto Raptors",130,19.8,"TOR",0,"202001280TOR"
"703",2020,"01","28","8:00p","Denver Nuggets",96,"Memphis Grizzlies",104,14.365,"MEM",0,"202001280MEM"
"704",2020,"01","28","8:00p","Boston Celtics",109,"Miami Heat",101,19.704,"MIA",0,"202001280MIA"
"705",2020,"01","28","8:00p","Washington Wizards",131,"Milwaukee Bucks",151,17.681,"MIL",0,"202001280MIL"
"706",2020,"01","28","8:30p","Phoenix Suns",133,"Dallas Mavericks",104,20.216,"DAL",0,"202001280DAL"
"707",2020,"01","29","7:00p","Chicago Bulls",106,"Indiana Pacers",115,17.923,"IND",0,"202001290IND"
"708",2020,"01","29","7:30p","Detroit Pistons",115,"Brooklyn Nets",125,14.275,"BRK",0,"202001290BRK"
"709",2020,"01","29","7:30p","Memphis Grizzlies",127,"New York Knicks",106,18.768,"NYK",0,"202001290NYK"
"710",2020,"01","29","8:30p","Utah Jazz",120,"San Antonio Spurs",127,17.887,"SAS",0,"202001290SAS"
"711",2020,"01","29","10:00p","Houston Rockets",112,"Portland Trail Blazers",125,19.393,"POR",0,"202001290POR"
"712",2020,"01","29","10:00p","Oklahoma City Thunder",120,"Sacramento Kings",100,16.935,"SAC",0,"202001290SAC"
"713",2020,"01","30","7:00p","Toronto Raptors",115,"Cleveland Cavaliers",109,17.695,"CLE",0,"202001300CLE"
"714",2020,"01","30","7:00p","Charlotte Hornets",107,"Washington Wizards",121,15.013,"WAS",0,"202001300WAS"
"715",2020,"01","30","7:30p","Philadelphia 76ers",117,"Atlanta Hawks",127,15.227,"ATL",0,"202001300ATL"
"716",2020,"01","30","8:00p","Golden State Warriors",104,"Boston Celtics",119,19.156,"BOS",0,"202001300BOS"
"717",2020,"01","30","10:30p","Utah Jazz",100,"Denver Nuggets",106,19.52,"DEN",0,"202001300DEN"
"718",2020,"01","30","10:30p","Sacramento Kings",124,"Los Angeles Clippers",103,19.068,"LAC",0,"202001300LAC"
"719",2020,"01","31","7:00p","Toronto Raptors",105,"Detroit Pistons",92,17.356,"DET",0,"202001310DET"
"720",2020,"01","31","7:30p","Chicago Bulls",118,"Brooklyn Nets",133,17.732,"BRK",0,"202001310BRK"
"721",2020,"01","31","7:30p","Dallas Mavericks",121,"Houston Rockets",128,18.055,"HOU",0,"202001310HOU"
"722",2020,"01","31","8:00p","Memphis Grizzlies",111,"New Orleans Pelicans",139,18.362,"NOP",0,"202001310NOP"
"723",2020,"01","31","9:00p","Denver Nuggets",127,"Milwaukee Bucks",115,18.141,"MIL",0,"202001310MIL"
"724",2020,"01","31","9:00p","Oklahoma City Thunder",111,"Phoenix Suns",107,17.26,"PHO",0,"202001310PHO"
"725",2020,"01","31","10:30p","Portland Trail Blazers",127,"Los Angeles Lakers",119,18.997,"LAL",0,"202001310LAL"
"726",2020,"02","01","3:30p","Minnesota Timberwolves",106,"Los Angeles Clippers",118,19.068,"LAC",0,"202002010LAC"
"727",2020,"02","01","7:00p","New York Knicks",92,"Indiana Pacers",85,17.923,"IND",0,"202002010IND"
"728",2020,"02","01","7:00p","Miami Heat",102,"Orlando Magic",89,18.846,"ORL",0,"202002010ORL"
"729",2020,"02","01","8:00p","Golden State Warriors",131,"Cleveland Cavaliers",112,18.41,"CLE",0,"202002010CLE"
"730",2020,"02","01","8:00p","Brooklyn Nets",107,"Washington Wizards",113,18.196,"WAS",0,"202002010WAS"
"731",2020,"02","01","8:30p","Philadelphia 76ers",95,"Boston Celtics",116,19.156,"BOS",0,"202002010BOS"
"732",2020,"02","01","8:30p","Atlanta Hawks",100,"Dallas Mavericks",123,20.328,"DAL",0,"202002010DAL"
"733",2020,"02","01","9:00p","Charlotte Hornets",90,"San Antonio Spurs",114,18.615,"SAS",0,"202002010SAS"
"734",2020,"02","01","10:00p","Los Angeles Lakers",129,"Sacramento Kings",113,17.583,"SAC",0,"202002010SAC"
"735",2020,"02","01","10:30p","Utah Jazz",107,"Portland Trail Blazers",124,19.603,"POR",0,"202002010POR"
"736",2020,"02","02","12:30p","Denver Nuggets",123,"Detroit Pistons",128,15.488,"DET",0,"202002020DET"
"737",2020,"02","02","2:00p","New Orleans Pelicans",109,"Houston Rockets",117,18.055,"HOU",0,"202002020HOU"
"738",2020,"02","02","2:00p","Phoenix Suns",108,"Milwaukee Bucks",129,17.754,"MIL",0,"202002020MIL"
"739",2020,"02","02","3:00p","Chicago Bulls",102,"Toronto Raptors",129,19.8,"TOR",0,"202002020TOR"
"740",2020,"02","03","7:00p","Orlando Magic",112,"Charlotte Hornets",100,12.337,"CHO",0,"202002030CHO"
"741",2020,"02","03","7:00p","New York Knicks",139,"Cleveland Cavaliers",134,16.303,"CLE",0,"202002030CLE"
"742",2020,"02","03","7:00p","Dallas Mavericks",112,"Indiana Pacers",103,15.086,"IND",0,"202002030IND"
"743",2020,"02","03","7:00p","Golden State Warriors",125,"Washington Wizards",117,17.12,"WAS",0,"202002030WAS"
"744",2020,"02","03","7:30p","Boston Celtics",123,"Atlanta Hawks",115,16.231,"ATL",0,"202002030ATL"
"745",2020,"02","03","7:30p","Phoenix Suns",97,"Brooklyn Nets",119,14.891,"BRK",0,"202002030BRK"
"746",2020,"02","03","7:30p","Philadelphia 76ers",106,"Miami Heat",137,19.725,"MIA",0,"202002030MIA"
"747",2020,"02","03","8:00p","Detroit Pistons",82,"Memphis Grizzlies",96,14.597,"MEM",0,"202002030MEM"
"748",2020,"02","03","10:00p","Minnesota Timberwolves",109,"Sacramento Kings",113,15.819,"SAC",0,"202002030SAC"
"749",2020,"02","03","10:30p","San Antonio Spurs",105,"Los Angeles Clippers",108,19.068,"LAC",0,"202002030LAC"
"750",2020,"02","04","7:30p","Milwaukee Bucks",120,"New Orleans Pelicans",108,15.424,"NOP",0,"202002040NOP"
"751",2020,"02","04","8:00p","Charlotte Hornets",110,"Houston Rockets",125,18.055,"HOU",0,"202002040HOU"
"752",2020,"02","04","9:00p","Portland Trail Blazers",99,"Denver Nuggets",127,19.52,"DEN",0,"202002040DEN"
"753",2020,"02","04","10:00p","San Antonio Spurs",102,"Los Angeles Lakers",129,18.997,"LAL",0,"202002040LAL"
"754",2020,"02","05","7:00p","Phoenix Suns",108,"Detroit Pistons",116,13.707,"DET",0,"202002050DET"
"755",2020,"02","05","7:30p","Orlando Magic",100,"Boston Celtics",116,19.156,"BOS",0,"202002050BOS"
"756",2020,"02","05","7:30p","Golden State Warriors",88,"Brooklyn Nets",129,14.352,"BRK",0,"202002050BRK"
"757",2020,"02","05","7:30p","Indiana Pacers",118,"Toronto Raptors",119,19.8,"TOR",0,"202002050TOR"
"758",2020,"02","05","8:00p","Atlanta Hawks",127,"Minnesota Timberwolves",120,10.779,"MIN",0,"202002050MIN"
"759",2020,"02","05","8:00p","Cleveland Cavaliers",103,"Oklahoma City Thunder",109,18.203,"OKC",0,"202002050OKC"
"760",2020,"02","05","8:30p","Memphis Grizzlies",121,"Dallas Mavericks",107,20.069,"DAL",0,"202002050DAL"
"761",2020,"02","05","9:00p","Denver Nuggets",98,"Utah Jazz",95,18.306,"UTA",0,"202002050UTA"
"762",2020,"02","05","10:00p","Miami Heat",111,"Los Angeles Clippers",128,19.068,"LAC",0,"202002050LAC"
"763",2020,"02","06","7:30p","Orlando Magic",103,"New York Knicks",105,18.895,"NYK",0,"202002060NYK"
"764",2020,"02","06","8:00p","New Orleans Pelicans",125,"Chicago Bulls",119,18.247,"CHI",0,"202002060CHI"
"765",2020,"02","06","8:00p","Philadelphia 76ers",101,"Milwaukee Bucks",112,17.928,"MIL",0,"202002060MIL"
"766",2020,"02","06","10:00p","San Antonio Spurs",117,"Portland Trail Blazers",125,19.653,"POR",0,"202002060POR"
"767",2020,"02","06","10:30p","Houston Rockets",121,"Los Angeles Lakers",111,18.997,"LAL",0,"202002060LAL"
"768",2020,"02","07","7:00p","Memphis Grizzlies",107,"Philadelphia 76ers",119,20.779,"PHI",0,"202002070PHI"
"769",2020,"02","07","7:00p","Dallas Mavericks",118,"Washington Wizards",119,20.476,"WAS",0,"202002070WAS"
"770",2020,"02","07","7:30p","Atlanta Hawks",107,"Boston Celtics",112,19.156,"BOS",0,"202002070BOS"
"771",2020,"02","07","8:00p","Toronto Raptors",115,"Indiana Pacers",106,17.028,"IND",0,"202002070IND"
"772",2020,"02","07","8:00p","Detroit Pistons",101,"Oklahoma City Thunder",108,18.203,"OKC",0,"202002070OKC"
"773",2020,"02","07","9:00p","Houston Rockets",91,"Phoenix Suns",127,17.043,"PHO",0,"202002070PHO"
"774",2020,"02","07","10:00p","Miami Heat",97,"Sacramento Kings",105,16.76,"SAC",0,"202002070SAC"
"775",2020,"02","07","10:30p","Portland Trail Blazers",114,"Utah Jazz",117,18.306,"UTA",0,"202002070UTA"
"776",2020,"02","08","5:00p","Milwaukee Bucks",111,"Orlando Magic",95,16.632,"ORL",0,"202002080ORL"
"777",2020,"02","08","7:00p","Dallas Mavericks",116,"Charlotte Hornets",100,19.37,"CHO",0,"202002080CHO"
"778",2020,"02","08","7:00p","New York Knicks",95,"Detroit Pistons",92,15.98,"DET",0,"202002080DET"
"779",2020,"02","08","7:30p","New Orleans Pelicans",124,"Indiana Pacers",117,17.923,"IND",0,"202002080IND"
"780",2020,"02","08","7:30p","Brooklyn Nets",118,"Toronto Raptors",119,19.8,"TOR",0,"202002080TOR"
"781",2020,"02","08","8:00p","Los Angeles Clippers",115,"Minnesota Timberwolves",142,18.978,"MIN",0,"202002080MIN"
"782",2020,"02","08","8:30p","Los Angeles Lakers",125,"Golden State Warriors",120,18.064,"GSW",0,"202002080GSW"
"783",2020,"02","08","9:00p","Denver Nuggets",117,"Phoenix Suns",108,16.843,"PHO",0,"202002080PHO"
"784",2020,"02","08","10:00p","San Antonio Spurs",102,"Sacramento Kings",122,16.756,"SAC",0,"202002080SAC"
"785",2020,"02","09","3:30p","Boston Celtics",112,"Oklahoma City Thunder",111,18.203,"OKC",0,"202002090OKC"
"786",2020,"02","09","6:00p","New York Knicks",135,"Atlanta Hawks",140,16.309,"ATL",0,"202002090ATL"
"787",2020,"02","09","6:00p","Chicago Bulls",111,"Philadelphia 76ers",118,21.018,"PHI",0,"202002090PHI"
"788",2020,"02","09","6:00p","Memphis Grizzlies",106,"Washington Wizards",99,17.251,"WAS",0,"202002090WAS"
"789",2020,"02","09","7:00p","Utah Jazz",114,"Houston Rockets",113,18.055,"HOU",0,"202002090HOU"
"790",2020,"02","09","7:30p","Los Angeles Clippers",133,"Cleveland Cavaliers",92,17.24,"CLE",0,"202002090CLE"
"791",2020,"02","09","9:00p","Miami Heat",109,"Portland Trail Blazers",115,19.726,"POR",0,"202002090POR"
"792",2020,"02","10","7:00p","Charlotte Hornets",87,"Detroit Pistons",76,13.941,"DET",0,"202002100DET"
"793",2020,"02","10","7:00p","Brooklyn Nets",106,"Indiana Pacers",105,16.761,"IND",0,"202002100IND"
"794",2020,"02","10","7:00p","Atlanta Hawks",126,"Orlando Magic",135,17.076,"ORL",0,"202002100ORL"
"795",2020,"02","10","7:30p","Minnesota Timberwolves",126,"Toronto Raptors",137,19.8,"TOR",0,"202002100TOR"
"796",2020,"02","10","8:00p","Sacramento Kings",111,"Milwaukee Bucks",123,17.463,"MIL",0,"202002100MIL"
"797",2020,"02","10","8:30p","Utah Jazz",123,"Dallas Mavericks",119,19.793,"DAL",0,"202002100DAL"
"798",2020,"02","10","9:00p","San Antonio Spurs",120,"Denver Nuggets",127,19.52,"DEN",0,"202002100DEN"
"799",2020,"02","10","10:30p","Miami Heat",113,"Golden State Warriors",101,18.064,"GSW",0,"202002100GSW"
"800",2020,"02","10","10:30p","Phoenix Suns",100,"Los Angeles Lakers",125,18.997,"LAL",0,"202002100LAL"
"801",2020,"02","11","7:00p","Los Angeles Clippers",103,"Philadelphia 76ers",110,20.73,"PHI",0,"202002110PHI"
"802",2020,"02","11","7:00p","Chicago Bulls",114,"Washington Wizards",126,15.135,"WAS",0,"202002110WAS"
"803",2020,"02","11","8:00p","Portland Trail Blazers",117,"New Orleans Pelicans",138,15.739,"NOP",0,"202002110NOP"
"804",2020,"02","11","8:00p","San Antonio Spurs",114,"Oklahoma City Thunder",106,18.203,"OKC",0,"202002110OKC"
"805",2020,"02","11","9:30p","Boston Celtics",105,"Houston Rockets",116,18.055,"HOU",0,"202002110HOU"
"806",2020,"02","12","7:00p","Atlanta Hawks",105,"Cleveland Cavaliers",127,16.2,"CLE",0,"202002120CLE"
"807",2020,"02","12","7:00p","Detroit Pistons",112,"Orlando Magic",116,16.607,"ORL",0,"202002120ORL"
"808",2020,"02","12","7:30p","Toronto Raptors",91,"Brooklyn Nets",101,15.823,"BRK",0,"202002120BRK"
"809",2020,"02","12","7:30p","Milwaukee Bucks",111,"Indiana Pacers",118,17.018,"IND",0,"202002120IND"
"810",2020,"02","12","7:30p","Washington Wizards",114,"New York Knicks",96,18.835,"NYK",0,"202002120NYK"
"811",2020,"02","12","8:00p","Portland Trail Blazers",104,"Memphis Grizzlies",111,16.889,"MEM",0,"202002120MEM"
"812",2020,"02","12","8:00p","Charlotte Hornets",115,"Minnesota Timberwolves",108,18.978,"MIN",0,"202002120MIN"
"813",2020,"02","12","8:30p","Sacramento Kings",111,"Dallas Mavericks",130,19.842,"DAL",0,"202002120DAL"
"814",2020,"02","12","9:00p","Golden State Warriors",106,"Phoenix Suns",112,15.216,"PHO",0,"202002120PHO"
"815",2020,"02","12","9:00p","Miami Heat",101,"Utah Jazz",116,18.306,"UTA",0,"202002120UTA"
"816",2020,"02","12","10:00p","Los Angeles Lakers",120,"Denver Nuggets",116,19.86,"DEN",0,"202002120DEN"
"817",2020,"02","13","8:00p","Los Angeles Clippers",133,"Boston Celtics",141,19.156,"BOS",0,"202002130BOS"
"818",2020,"02","13","8:00p","Oklahoma City Thunder",123,"New Orleans Pelicans",118,17.865,"NOP",0,"202002130NOP"
"819",2020,"02","20","7:00p","Milwaukee Bucks",126,"Detroit Pistons",106,16.097,"DET",0,"202002200DET"
"820",2020,"02","20","7:30p","Miami Heat",124,"Atlanta Hawks",129,17.356,"ATL",0,"202002200ATL"
"821",2020,"02","20","8:00p","Charlotte Hornets",103,"Chicago Bulls",93,17.463,"CHI",0,"202002200CHI"
"822",2020,"02","20","8:00p","Brooklyn Nets",104,"Philadelphia 76ers",112,20.806,"PHI",0,"202002200PHI"
"823",2020,"02","20","10:00p","Memphis Grizzlies",125,"Sacramento Kings",129,17.078,"SAC",0,"202002200SAC"
"824",2020,"02","20","10:30p","Houston Rockets",135,"Golden State Warriors",105,18.064,"GSW",0,"202002200GSW"
"825",2020,"02","21","7:00p","Dallas Mavericks",122,"Orlando Magic",106,18.846,"ORL",0,"202002210ORL"
"826",2020,"02","21","7:00p","Cleveland Cavaliers",113,"Washington Wizards",108,18.895,"WAS",0,"202002210WAS"
"827",2020,"02","21","7:30p","Indiana Pacers",106,"New York Knicks",98,19.812,"NYK",0,"202002210NYK"
"828",2020,"02","21","7:30p","Phoenix Suns",101,"Toronto Raptors",118,19.8,"TOR",0,"202002210TOR"
"829",2020,"02","21","8:00p","Boston Celtics",127,"Minnesota Timberwolves",117,18.978,"MIN",0,"202002210MIN"
"830",2020,"02","21","8:00p","Denver Nuggets",101,"Oklahoma City Thunder",113,18.203,"OKC",0,"202002210OKC"
"831",2020,"02","21","9:00p","San Antonio Spurs",113,"Utah Jazz",104,18.306,"UTA",0,"202002210UTA"
"832",2020,"02","21","10:30p","Memphis Grizzlies",105,"Los Angeles Lakers",117,18.997,"LAL",0,"202002210LAL"
"833",2020,"02","21","10:30p","New Orleans Pelicans",128,"Portland Trail Blazers",115,19.946,"POR",0,"202002210POR"
"834",2020,"02","22","3:30p","Sacramento Kings",112,"Los Angeles Clippers",103,19.068,"LAC",0,"202002220LAC"
"835",2020,"02","22","7:00p","Brooklyn Nets",115,"Charlotte Hornets",86,19.079,"CHO",0,"202002220CHO"
"836",2020,"02","22","7:30p","Dallas Mavericks",107,"Atlanta Hawks",111,17.05,"ATL",0,"202002220ATL"
"837",2020,"02","22","8:00p","Phoenix Suns",112,"Chicago Bulls",104,20.506,"CHI",0,"202002220CHI"
"838",2020,"02","22","8:00p","Cleveland Cavaliers",105,"Miami Heat",124,19.754,"MIA",0,"202002220MIA"
"839",2020,"02","22","8:30p","Philadelphia 76ers",98,"Milwaukee Bucks",119,18.29,"MIL",0,"202002220MIL"
"840",2020,"02","22","9:00p","Houston Rockets",120,"Utah Jazz",110,18.306,"UTA",0,"202002220UTA"
"841",2020,"02","23","3:30p","Boston Celtics",112,"Los Angeles Lakers",114,18.997,"LAL",0,"202002230LAL"
"842",2020,"02","23","6:00p","Minnesota Timberwolves",116,"Denver Nuggets",128,19.626,"DEN",0,"202002230DEN"
"843",2020,"02","23","6:00p","Indiana Pacers",81,"Toronto Raptors",127,19.8,"TOR",0,"202002230TOR"
"844",2020,"02","23","7:00p","Washington Wizards",117,"Chicago Bulls",126,18.024,"CHI",0,"202002230CHI"
"845",2020,"02","23","7:00p","San Antonio Spurs",103,"Oklahoma City Thunder",131,18.203,"OKC",0,"202002230OKC"
"846",2020,"02","23","8:30p","New Orleans Pelicans",115,"Golden State Warriors",101,18.064,"GSW",0,"202002230GSW"
"847",2020,"02","23","9:00p","Detroit Pistons",104,"Portland Trail Blazers",107,19.393,"POR",0,"202002230POR"
"848",2020,"02","24","7:00p","Miami Heat",119,"Cleveland Cavaliers",125,17.336,"CLE",0,"202002240CLE"
"849",2020,"02","24","7:00p","Atlanta Hawks",112,"Philadelphia 76ers",129,20.836,"PHI",0,"202002240PHI"
"850",2020,"02","24","7:00p","Milwaukee Bucks",137,"Washington Wizards",134,16.58,"WAS",0,"202002240WAS"
"851",2020,"02","24","7:30p","Orlando Magic",115,"Brooklyn Nets",113,16.162,"BRK",0,"202002240BRK"
"852",2020,"02","24","8:00p","New York Knicks",112,"Houston Rockets",123,18.055,"HOU",0,"202002240HOU"
"853",2020,"02","24","8:30p","Minnesota Timberwolves",123,"Dallas Mavericks",139,19.936,"DAL",0,"202002240DAL"
"854",2020,"02","24","9:00p","Phoenix Suns",131,"Utah Jazz",111,18.306,"UTA",0,"202002240UTA"
"855",2020,"02","24","10:30p","Memphis Grizzlies",97,"Los Angeles Clippers",124,19.068,"LAC",0,"202002240LAC"
"856",2020,"02","25","7:00p","Charlotte Hornets",80,"Indiana Pacers",119,16.088,"IND",0,"202002250IND"
"857",2020,"02","25","7:30p","Milwaukee Bucks",108,"Toronto Raptors",97,19.993,"TOR",0,"202002250TOR"
"858",2020,"02","25","8:00p","Oklahoma City Thunder",124,"Chicago Bulls",122,16.911,"CHI",0,"202002250CHI"
"859",2020,"02","25","9:00p","Detroit Pistons",98,"Denver Nuggets",115,19.143,"DEN",0,"202002250DEN"
"860",2020,"02","25","10:00p","New Orleans Pelicans",109,"Los Angeles Lakers",118,18.997,"LAL",0,"202002250LAL"
"861",2020,"02","25","10:00p","Boston Celtics",118,"Portland Trail Blazers",106,19.46,"POR",0,"202002250POR"
"862",2020,"02","25","10:30p","Sacramento Kings",112,"Golden State Warriors",94,18.064,"GSW",0,"202002250GSW"
"863",2020,"02","26","7:00p","New York Knicks",101,"Charlotte Hornets",107,13.152,"CHO",0,"202002260CHO"
"864",2020,"02","26","7:00p","Philadelphia 76ers",94,"Cleveland Cavaliers",108,16.332,"CLE",0,"202002260CLE"
"865",2020,"02","26","7:00p","Brooklyn Nets",106,"Washington Wizards",110,15.021,"WAS",0,"202002260WAS"
"866",2020,"02","26","7:30p","Orlando Magic",130,"Atlanta Hawks",120,14.967,"ATL",0,"202002260ATL"
"867",2020,"02","26","7:30p","Minnesota Timberwolves",129,"Miami Heat",126,19.6,"MIA",0,"202002260MIA"
"868",2020,"02","26","8:00p","Memphis Grizzlies",112,"Houston Rockets",140,18.055,"HOU",0,"202002260HOU"
"869",2020,"02","26","8:30p","Dallas Mavericks",109,"San Antonio Spurs",103,18.354,"SAS",0,"202002260SAS"
"870",2020,"02","26","9:00p","Los Angeles Clippers",102,"Phoenix Suns",92,15.157,"PHO",0,"202002260PHO"
"871",2020,"02","26","10:30p","Boston Celtics",114,"Utah Jazz",103,18.306,"UTA",0,"202002260UTA"
"872",2020,"02","27","7:00p","New York Knicks",106,"Philadelphia 76ers",115,20.175,"PHI",0,"202002270PHI"
"873",2020,"02","27","8:00p","Portland Trail Blazers",100,"Indiana Pacers",106,16.872,"IND",0,"202002270IND"
"874",2020,"02","27","8:00p","Sacramento Kings",108,"Oklahoma City Thunder",112,18.203,"OKC",0,"202002270OKC"
"875",2020,"02","27","10:30p","Los Angeles Lakers",116,"Golden State Warriors",86,18.064,"GSW",0,"202002270GSW"
"876",2020,"02","28","7:00p","Minnesota Timberwolves",125,"Orlando Magic",136,18.846,"ORL",0,"202002280ORL"
"877",2020,"02","28","7:30p","Brooklyn Nets",118,"Atlanta Hawks",141,17.034,"ATL",0,"202002280ATL"
"878",2020,"02","28","7:30p","Charlotte Hornets",99,"Toronto Raptors",96,19.8,"TOR",0,"202002280TOR"
"879",2020,"02","28","8:00p","Sacramento Kings",104,"Memphis Grizzlies",101,17.794,"MEM",0,"202002280MEM"
"880",2020,"02","28","8:00p","Dallas Mavericks",118,"Miami Heat",126,19.704,"MIA",0,"202002280MIA"
"881",2020,"02","28","8:00p","Oklahoma City Thunder",86,"Milwaukee Bucks",133,18.412,"MIL",0,"202002280MIL"
"882",2020,"02","28","8:00p","Cleveland Cavaliers",104,"New Orleans Pelicans",116,18.304,"NOP",0,"202002280NOP"
"883",2020,"02","28","9:00p","Detroit Pistons",113,"Phoenix Suns",111,17.142,"PHO",0,"202002280PHO"
"884",2020,"02","28","9:00p","Washington Wizards",119,"Utah Jazz",129,18.306,"UTA",0,"202002280UTA"
"885",2020,"02","28","10:30p","Denver Nuggets",103,"Los Angeles Clippers",132,19.068,"LAC",0,"202002280LAC"
"886",2020,"02","29","5:00p","Chicago Bulls",115,"New York Knicks",125,19.812,"NYK",0,"202002290NYK"
"887",2020,"02","29","7:30p","Portland Trail Blazers",117,"Atlanta Hawks",129,17.765,"ATL",0,"202002290ATL"
"888",2020,"02","29","7:30p","Brooklyn Nets",113,"Miami Heat",116,19.6,"MIA",0,"202002290MIA"
"889",2020,"02","29","8:00p","Indiana Pacers",113,"Cleveland Cavaliers",104,19.432,"CLE",0,"202002290CLE"
"890",2020,"02","29","8:00p","Los Angeles Lakers",88,"Memphis Grizzlies",105,17.794,"MEM",0,"202002290MEM"
"891",2020,"02","29","8:30p","Houston Rockets",111,"Boston Celtics",110,19.156,"BOS",0,"202002290BOS"
"892",2020,"02","29","8:30p","Orlando Magic",113,"San Antonio Spurs",114,18.354,"SAS",0,"202002290SAS"
"893",2020,"02","29","9:00p","Golden State Warriors",115,"Phoenix Suns",99,16.395,"PHO",0,"202002290PHO"
"894",2020,"03","01","1:00p","Milwaukee Bucks",93,"Charlotte Hornets",85,19.149,"CHO",0,"202003010CHO"
"895",2020,"03","01","3:30p","Philadelphia 76ers",130,"Los Angeles Clippers",136,19.068,"LAC",0,"202003010LAC"
"896",2020,"03","01","3:30p","Dallas Mavericks",111,"Minnesota Timberwolves",91,18.058,"MIN",0,"202003010MIN"
"897",2020,"03","01","6:00p","Toronto Raptors",118,"Denver Nuggets",133,19.777,"DEN",0,"202003010DEN"
"898",2020,"03","01","6:00p","Detroit Pistons",100,"Sacramento Kings",106,17.499,"SAC",0,"202003010SAC"
"899",2020,"03","01","8:00p","Los Angeles Lakers",122,"New Orleans Pelicans",114,18.547,"NOP",0,"202003010NOP"
"900",2020,"03","01","8:30p","Washington Wizards",124,"Golden State Warriors",110,18.064,"GSW",0,"202003010GSW"
"901",2020,"03","02","7:00p","Utah Jazz",126,"Cleveland Cavaliers",113,15.453,"CLE",0,"202003020CLE"
"902",2020,"03","02","7:00p","Houston Rockets",123,"New York Knicks",125,18.142,"NYK",0,"202003020NYK"
"903",2020,"03","02","7:00p","Portland Trail Blazers",130,"Orlando Magic",107,18.078,"ORL",0,"202003020ORL"
"904",2020,"03","02","7:30p","Memphis Grizzlies",127,"Atlanta Hawks",88,16.207,"ATL",0,"202003020ATL"
"905",2020,"03","02","7:30p","Milwaukee Bucks",89,"Miami Heat",105,19.6,"MIA",0,"202003020MIA"
"906",2020,"03","02","8:00p","Dallas Mavericks",107,"Chicago Bulls",109,18.407,"CHI",0,"202003020CHI"
"907",2020,"03","02","8:30p","Indiana Pacers",116,"San Antonio Spurs",111,17.635,"SAS",0,"202003020SAS"
"908",2020,"03","03","7:00p","San Antonio Spurs",104,"Charlotte Hornets",103,12.008,"CHO",0,"202003030CHO"
"909",2020,"03","03","7:30p","Brooklyn Nets",129,"Boston Celtics",120,19.156,"BOS",0,"202003030BOS"
"910",2020,"03","03","8:00p","Minnesota Timberwolves",139,"New Orleans Pelicans",134,15.264,"NOP",0,"202003030NOP"
"911",2020,"03","03","8:00p","Los Angeles Clippers",109,"Oklahoma City Thunder",94,18.203,"OKC",0,"202003030OKC"
"912",2020,"03","03","9:00p","Golden State Warriors",116,"Denver Nuggets",100,19.52,"DEN",0,"202003030DEN"
"913",2020,"03","03","9:00p","Toronto Raptors",123,"Phoenix Suns",114,15.553,"PHO",0,"202003030PHO"
"914",2020,"03","03","10:00p","Philadelphia 76ers",107,"Los Angeles Lakers",120,18.997,"LAL",0,"202003030LAL"
"915",2020,"03","03","10:00p","Washington Wizards",126,"Sacramento Kings",133,16.419,"SAC",0,"202003030SAC"
"916",2020,"03","04","7:00p","Boston Celtics",112,"Cleveland Cavaliers",106,16.897,"CLE",0,"202003040CLE"
"917",2020,"03","04","7:00p","Oklahoma City Thunder",114,"Detroit Pistons",107,15.138,"DET",0,"202003040DET"
"918",2020,"03","04","7:00p","Indiana Pacers",100,"Milwaukee Bucks",119,17.695,"MIL",0,"202003040MIL"
"919",2020,"03","04","7:30p","Memphis Grizzlies",118,"Brooklyn Nets",79,16.941,"BRK",0,"202003040BRK"
"920",2020,"03","04","7:30p","Orlando Magic",113,"Miami Heat",116,19.6,"MIA",0,"202003040MIA"
"921",2020,"03","04","7:30p","Utah Jazz",112,"New York Knicks",104,16.588,"NYK",0,"202003040NYK"
"922",2020,"03","04","8:00p","Chicago Bulls",108,"Minnesota Timberwolves",115,13.392,"MIN",0,"202003040MIN"
"923",2020,"03","04","9:30p","New Orleans Pelicans",123,"Dallas Mavericks",127,20.459,"DAL",0,"202003040DAL"
"924",2020,"03","04","10:00p","Washington Wizards",104,"Portland Trail Blazers",125,19.393,"POR",0,"202003040POR"
"925",2020,"03","05","7:00p","Denver Nuggets",114,"Charlotte Hornets",112,13.311,"CHO",0,"202003050CHO"
